Property,RMSE
Eat,0.7622064605813638
Xc,28.6664094623816
Egc,0.7166919778243502
Egb,0.9841387537473562
Eea,0.6309497972587651
Ei,1.0024419558578521
nc,0.2433734634443153
eps,0.9506040937282915
