Property,RMSE
Eat,1.6007517447988908
Xc,17.492018592140546
Egc,0.8631520388194504
Egb,1.8178712599757303
Eea,0.7304512601219594
Ei,2.2309156882852172
nc,0.43260435128006974
eps,1.1925454754389155
