Property,RMSE
Eat,1.821407095963378
Xc,17.143810915350056
Egc,0.8746969713102684
Egb,2.0295086658825254
Eea,1.0276298773912118
Ei,2.0628891110350462
nc,0.6559266228649193
eps,1.4836918188503638
