Property,RMSE
Eat,1.6818058090187205
Xc,23.88422444616142
Egc,1.3042552938948007
Egb,2.2115836944711065
Eea,1.1809489091426135
Ei,2.031081688067623
nc,0.5895631941085443
eps,1.5973043751392602
