Property,RMSE
Eat,0.6333143066190939
Xc,27.577180634307997
Egc,0.6969857117328636
Egb,0.9423549423655839
Eea,0.620768726021413
Ei,0.9144710985191351
nc,0.21149816138133243
eps,0.8856258421132465
