Property,RMSE
Eat,0.7391707874507929
Xc,23.82786818868565
Egc,0.7446214656111196
Egb,1.055723799950698
Eea,0.6955146399457133
Ei,1.1161434912647896
nc,0.24791588356466016
eps,0.898046403056879
