Property,RMSE
Eat,1.8046636085073062
Xc,18.057337731072337
Egc,1.0207775490157196
Egb,1.9541902361454127
Eea,0.7131100460338745
Ei,1.7700258265199047
nc,0.529472533359436
eps,1.4310771381284382
