Property,RMSE
Eat,0.6808268913825067
Xc,23.17205234932648
Egc,0.7121899785609596
Egb,1.0245991701703647
Eea,0.6507148700455497
Ei,1.006172636177744
nc,0.21934804906047095
eps,0.8331538788440044
