Property,RMSE
Eat,1.6139485980703285
Xc,17.41796469127281
Egc,0.6835189927499212
Egb,1.9687232862602635
Eea,0.876964039853832
Ei,1.6118033464494104
nc,0.9080207000357855
eps,1.6641357373718293
